qc_id,name,brand,icon_url
"0",Station MRS,MRS,./0.png
"1",MRS,MRS,./0.png
"2",MRS,MRS,./0.png
"3",MRS,MRS,./0.png
"4",MRS,MRS,./0.png
"5",Station service MRS,MRS,./0.png
"6",Station MRS,MRS,./0.png
"7",Station MRS,MRS,./0.png
"8",MRS,MRS,./0.png
"9",MRS,MRS,./0.png
"10",MRS,MRS,./0.png
"11",MRS,MRS,./0.png
"12",MRS,MRS,./0.png
"13",MRS fuel station,MRS,./0.png
