qc_id,name,brand,icon_url
"0",,Oryx,./0.png
"1",ORYX ENERGIE,Oryx,./0.png
"2",Station ORYX,Oryx,./0.png
"3",Oryx Energies,Oryx,./0.png
"4",Oryx Energies,Oryx,./0.png
"5",,Oryx,./0.png
"6",Station Service Oryx,Oryx,./0.png
"7",Oryx Energies,Oryx,./0.png
"8",Oryx Energies,Oryx,./0.png
"9",Oryx,Oryx,./0.png
"10",Oryx,Oryx,./0.png
"11",Gaz oryx,Oryx,./0.png
"12",Oryx énergies,Oryx,./0.png
"13",Oryx,Oryx,./0.png
"14",,Oryx,./0.png
"15",,Oryx,./0.png
"16",,Oryx,./0.png
"17",,Oryx,./0.png
